Plate ID,Date,RA_CTR,DEC_CTR,Dec_delta_x,Dec_delta_y,RA_delta_x,RA_delta_y,crpix1,crpix2,naxis1,naxis2,Year,Cluster
a04828, 1900-10-25T01:01:55.2Z,268.133203,-26.974192, -0.000182047, 1.75364e-06, 1.71372e-06, 0.000182034,16019.6183,6054.9257, 21953, 17493,1900,0
a04829, 1900-10-25T02:58:33.6Z,329.172778,-42.160929, -0.000181987, -3.1117e-06, -3.15074e-06, 0.000181964,18784.3515,15253.9004, 35268, 31627,1900,-1
a04830, 1900-10-25T03:50:24Z,39.486822,51.693739, -0.000133157, -0.000124159, -0.000124361, 0.000133274,8323.4499,5736.3993, 17493, 21953,1900,-1
a04831, 1900-10-26T01:27:50.4Z,309.105397,-27.350339, -0.000181989, -2.44265e-06, -2.45878e-06, 0.000181968,18916.1743,15424.3246, 35268, 31627,1900,-1
a04832, 1900-10-26T02:49:55.2Z,343.853401,-27.187075, -0.000181984, -2.09175e-06, -2.10985e-06, 0.000181975,18947.0487,15722.3843, 35268, 31627,1900,-1
a04833, 1900-10-26T03:40:19.2Z,39.194136,53.065389, -0.000130615, -0.000127075, -0.000127093, 0.000131565,4874.4006,10324.7983, 17402, 21953,1900,-1
a04835, 1900-10-28T01:36:28.8Z,344.31054,-37.150987, -0.000181977, -2.35053e-06, -2.3614e-06, 0.000181973,17884.9736,15108.0068, 35268, 31627,1900,-1
a04836, 1900-10-28T03:01:26.4Z,33.890913,-37.284935, -0.00018201, -1.25391e-07, -1.2189e-07, 0.000181998,18197.7099,14854.2799, 35268, 31627,1900,-1
a04837, 1900-10-28T04:01:55.2Z,37.724797,53.578339, -0.000156041, 9.3847e-05, 9.39259e-05, 0.00015627,9466.5217,9137.6468, 21953, 17402,1900,-1
a04838, 1900-10-30T02:34:04.8Z,33.90008,-32.43899, -0.000181997, -2.00272e-07, -2.08054e-07, 0.000181984,18301.2157,14480.5152, 35268, 31627,1900,-1
a04839, 1900-10-30T03:33:07.2Z,35.405328,53.13423, -0.000158134, 9.01282e-05, 9.04455e-05, 0.000158364,11796.9028,6646.2879, 21953, 17493,1900,-1
a04840, 1900-11-02T00:12:57.6Z,283.965917,-2.512606, -0.000182001, -4.18112e-06, -4.15521e-06, 0.000181953,18328.4835,15642.7, 35268, 31627,1900,-1
a04841, 1900-11-02T00:27:21.6Z,299.009899,-2.347626, -0.000181979, -3.34266e-06, -3.33277e-06, 0.000181957,17980.4275,16189.1428, 35268, 31627,1900,-1
a04842, 1900-11-02T00:44:38.4Z,299.020124,-12.365522, -0.000181994, -3.46322e-06, -3.4693e-06, 0.000181956,18419.0052,15948.9845, 35268, 31627,1900,-1
a04843, 1900-11-02T01:03:21.6Z,13.947615,-32.002719, -0.000181996, -2.00782e-06, -2.00937e-06, 0.000181986,18219.9977,15922.4072, 35268, 31627,1900,-1
a04844, 1900-11-02T01:22:04.8Z,23.80082,-32.077164, -0.000182021, -1.05124e-06, -1.05027e-06, 0.000182002,18047.8484,15714.1808, 35268, 31627,1900,-1
a04845, 1900-11-02T01:36:28.8Z,33.866367,-32.27864, -0.000182021, -1.47272e-06, -1.47418e-06, 0.000181987,17721.8269,14726.8306, 35268, 31627,1900,-1
a04846, 1900-11-02T01:55:12Z,43.846334,-32.142779, -0.000182052, -6.5286e-07, -6.48125e-07, 0.000182013,17932.5392,15668.2059, 35268, 31627,1900,-1
a04847, 1900-11-02T02:08:09.6Z,53.795116,-32.248897, -0.000182049, 8.4563e-07, 8.44296e-07, 0.000181991,17709.7599,15541.074, 35268, 31627,1900,-1
a04848, 1900-11-02T02:28:19.2Z,19.001711,-12.332083, -0.000181989, -1.70081e-06, -1.71925e-06, 0.000181983,17684.7061,15818.5967, 35268, 31627,1900,-1
a04849, 1900-11-02T02:45:36Z,28.980266,-12.423508, -0.000182004, -7.7024e-07, -7.83359e-07, 0.000181994,17844.9781,15234.2073, 35268, 31627,1900,-1
a04850, 1900-11-02T03:04:19.2Z,38.888465,-12.411251, -0.000182012, -1.23227e-06, -1.25126e-06, 0.000181998,18101.4258,15733.8168, 35268, 31627,1900,-1
a04851, 1900-11-02T03:18:43.2Z,48.920574,-12.507501, -0.000182006, -1.33956e-06, -1.35799e-06, 0.000181991,16201.3348,14920.7058, 35268, 31627,1900,-1
a04852, 1900-11-02T03:53:16.8Z,36.111119,54.006195, -0.000175351, 4.87914e-05, 4.84597e-05, 0.000175661,8571.949,10562.8967, 21953, 17493,1900,-1
a04853, 1900-11-02T04:26:24Z,33.524502,52.905011, -0.000177706, 3.95775e-05, 3.923e-05, 0.000177993,15546.2907,2577.4598, 21953, 17402,1900,-1
a04855, 1900-11-10T01:19:12Z,279.878016,-26.463266, -0.000182306, -4.49212e-06, -4.37106e-06, 0.000181941,18905.4244,15838.7734, 35268, 31627,1900,-1
a04856, 1900-11-10T02:09:36Z,32.09922,54.134087, -0.000182039, 5.36382e-06, 5.13467e-06, 0.000182278,7085.6999,7079.9707, 21953, 17402,1900,-1
a04857, 1900-11-10T02:39:50.4Z,29.721504,54.438086, -0.000181983, -3.66086e-06, -3.56202e-06, 0.000182288,15103.0191,9328.1956, 21953, 17493,1900,-1
a04858, 1900-11-10T03:21:36Z,344.091464,-16.886752, -0.000181982, -2.77614e-06, -2.78304e-06, 0.000181944,18065.072,16035.4658, 35268, 31627,1900,-1
a04859, 1900-11-10T03:40:19.2Z,353.923656,-16.937382, -0.000181993, -2.721e-06, -2.73412e-06, 0.000181961,18516.4486,15656.1002, 35268, 31627,1900,-1
a04860, 1900-11-10T03:53:16.8Z,8.888531,-16.954699, -0.000181964, -1.82024e-06, -1.83553e-06, 0.000181945,18531.7671,15619.7499, 35268, 31627,1900,-1
a04861, 1900-11-10T04:14:52.8Z,18.922994,-16.992906, -0.000182012, -7.29925e-07, -7.3839e-07, 0.000181994,18465.3218,15423.1439, 35268, 31627,1900,-1
a04864, 1900-11-11T02:34:04.8Z,29.806431,54.554762, -0.000182079, 3.28324e-06, 3.55079e-06, 0.000182237,12912.6564,10060.5577, 21953, 17493,1900,-1
a04865, 1900-11-11T03:43:12Z,333.896113,-12.21563, -0.000182104, -1.59666e-06, -1.56706e-06, 0.000181992,18649.095,15242.8817, 35268, 31627,1900,-1
a04866, 1900-11-11T03:59:02.4Z,344.022414,-12.071289, -0.000182038, -3.05605e-06, -3.04313e-06, 0.000181976,18205.9316,15984.1833, 35268, 31627,1900,-1
a04867, 1900-11-11T04:17:45.6Z,353.956384,-12.049327, -0.00018205, -9.68732e-07, -9.64806e-07, 0.000182001,18285.978,16049.3519, 35268, 31627,1900,-1
a04868, 1900-11-11T04:33:36Z,3.963385,-12.101741, -0.000182011, -1.67591e-06, -1.67783e-06, 0.000181979,18129.2528,16102.3085, 35268, 31627,1900,-1
a04870, 1900-11-13T02:32:38.4Z,29.176037,54.8487, -0.000182126, -3.87595e-06, -3.26496e-06, 0.000182289,12394.5337,10884.875, 21953, 17402,1900,-1
a04871, 1900-11-13T04:00:28.8Z,353.957585,-32.068159, -0.000181998, -1.44238e-06, -1.46606e-06, 0.000181949,18653.9569,15613.259, 35268, 31627,1900,-1
a04874, 1900-11-14T02:57:07.2Z,30.303466,54.271411, -0.000182071, 9.52804e-06, 9.76891e-06, 0.000182095,4853.8667,9129.6198, 21953, 17493,1900,-1
a04875, 1900-11-14T04:22:04.8Z,353.941109,-32.001747, -0.000182024, -1.50005e-06, -1.50827e-06, 0.000181981,18904.1644,16169.9439, 35268, 31627,1900,-1
a04876, 1900-11-17T02:38:24Z,26.739258,53.574479, -0.000164561, -7.75463e-05, -7.76368e-05, 0.000164986,14730.2915,8734.3174, 21953, 17402,1900,-1
a04877, 1900-11-17T04:17:45.6Z,358.864858,-32.172424, -0.000181964, -1.78749e-06, -1.85312e-06, 0.000181986,18046.1943,14249.1424, 35268, 31627,1900,-1
a04880, 1900-11-18T01:53:45.6Z,27.246404,54.564885, -0.000165532, -7.57538e-05, -7.6208e-05, 0.000165753,10734.9017,11638.442, 21953, 17493,1900,-1
a04881, 1900-11-18T04:56:38.4Z,59.083634,-77.724879, -0.000181785, 8.41593e-06, 8.40063e-06, 0.000181883,18321.4472,14781.3234, 35268, 31627,1900,-1
a04884, 1900-11-20T03:00:00Z,25.409973,53.681806, -0.000182006, -2.82114e-06, -2.76638e-06, 0.000182292,13495.9253,9652.1506, 21953, 17402,1900,-1
a04885, 1900-11-20T04:22:04.8Z,45.676914,-67.332614, -0.000182009, 6.9861e-08, 4.0597e-08, 0.000182067,18190.2049,15080.7627, 35268, 31627,1900,-1
a04886, 1900-11-20T04:36:28.8Z,46.035116,-77.569182, -0.000182022, -1.57441e-07, -2.36621e-07, 0.000182136,16912.4991,15082.6374, 35268, 31627,1900,-1
a04887, 1900-11-21T02:52:48Z,339.048035,-42.072302, -0.000182047, -1.39244e-06, -1.43891e-06, 0.000181986,18058.5988,15431.2127, 35268, 31627,1900,-1
a04888, 1900-11-21T07:42:14.4Z,89.552863,-77.949453, -0.000181965, 4.16705e-06, 4.07365e-06, 0.000182086,17505.744,14544.3573, 35268, 31627,1900,-1
a04889, 1900-11-22T00:28:48Z,24.709389,53.489303, -0.000182758, 2.43174e-06, 2.5051e-06, 0.000182299,12372.5303,9309.7981, 21953, 17493,1900,-1
a04890, 1900-11-22T01:40:48Z,30.171137,-77.393673, -0.000181978, 3.15803e-06, 3.22138e-06, 0.000182088,18522.9538,14562.755, 35268, 31627,1900,-1
a04891, 1900-11-24T03:41:45.6Z,24.703322,52.652872, -0.000182382, -1.79331e-06, -8.81642e-07, 0.000182318,11185.4476,9491.6165, 21953, 17402,1900,-1
a04892, 1900-11-24T04:59:31.2Z,26.286731,-72.25931, -0.00018204, 3.1304e-06, 2.99398e-06, 0.00018203,18990.9441,14643.352, 35268, 31627,1900,-1
a04893, 1900-11-24T06:20:09.6Z,66.513827,-72.501536, -0.00018195, 4.00472e-06, 3.92731e-06, 0.000182001,19590.9662,14791.6385, 38243, 31327,1900,-1
a04894, 1900-11-24T07:30:43.2Z,97.464326,-72.830307, -0.000181912, 4.12386e-06, 4.17327e-06, 0.000182001,18701.558,14734.0463, 38243, 31327,1900,-1
a04895, 1900-11-24T08:32:38.4Z,137.352827,-78.050168, -0.000181943, 4.81551e-06, 4.86642e-06, 0.00018205,17576.2565,14736.5139, 35268, 31627,1900,-1
a04896, 1900-11-27T08:45:36Z,118.372679,-77.870574, -0.000181847, 7.45704e-06, 7.40433e-06, 0.000181961,18939.7344,14795.783, 35268, 31627,1900,-1
a04897, 1900-11-28T02:06:43.2Z,25.677779,-72.190738, -0.000181981, 8.85493e-07, 8.54391e-07, 0.000182044,18047.8708,14442.4097, 35268, 31627,1900,-1
a04898, 1900-11-28T04:35:02.4Z,24.871273,51.16996, -0.000182257, 3.8199e-06, 4.47479e-06, 0.000182427,7726.7572,4619.2057, 21953, 17493,1900,-1
a04899, 1900-11-28T06:54:43.2Z,65.348704,-62.629125, -0.000181966, 3.55692e-06, 3.48898e-06, 0.000181969,20113.9479,14796.1546, 38243, 31327,1900,-1
a04900, 1900-11-28T08:19:40.8Z,103.601702,-77.621304, -0.000181808, 8.63013e-06, 8.54362e-06, 0.000181904,18630.9041,15084.165, 35268, 31627,1900,-1
a04901, 1900-11-29T01:39:21.6Z,22.527171,53.243552, -0.000182097, -8.97288e-07, -9.08932e-07, 0.000182277,13679.1553,13655.4526, 21953, 17402,1900,-1
a04902, 1900-11-29T03:00:00Z,43.460861,-82.444971, -0.000181768, 8.96674e-06, 8.97576e-06, 0.000181959,17840.7335,14137.4984, 35268, 31627,1900,-1
a04903, 1900-11-29T04:10:33.6Z,65.08848,-82.594117, -0.000181645, 1.10719e-05, 1.11138e-05, 0.000181828,17888.6226,14211.9497, 35268, 31627,1900,-1
a04904, 1900-11-29T06:02:52.8Z,73.059011,-57.888457, -0.000181959, 3.24395e-06, 3.20573e-06, 0.000181981,17731.5754,14433.2248, 35268, 31627,1900,-1
a04905, 1900-11-29T07:24:57.6Z,87.245484,-82.658227, -0.000181715, 1.04064e-05, 1.02636e-05, 0.000181859,17940.0007,14560.4311, 35268, 31627,1900,-1
a04906, 1900-11-29T08:32:38.4Z,109.620108,-82.918751, -0.000181557, 1.27435e-05, 1.2635e-05, 0.000181721,17859.0184,14354.3787, 35268, 31627,1900,-1
a04909, 1900-12-09T03:59:02.4Z,28.952708,-32.15958, -0.000182009, -1.30108e-06, -1.32997e-06, 0.000181979,18270.0823,14950.0024, 35268, 31627,1900,-1
a04910, 1900-12-09T04:16:19.2Z,38.944544,-32.225778, -0.000182011, -1.73978e-06, -1.76871e-06, 0.000181997,18048.788,14746.4089, 35268, 31627,1900,-1
a04911, 1900-12-09T05:38:24Z,73.108536,-62.991017, -0.000181983, 3.16062e-06, 3.1192e-06, 0.000182019,19470.8734,14816.2359, 38243, 31327,1900,-1
a04912, 1900-12-09T05:55:40.8Z,48.896391,-31.769765, -0.000182049, -1.30065e-06, -1.3259e-06, 0.000182005,18306.7494,14467.2637, 35268, 31627,1900,-1
a04913, 1900-12-09T06:15:50.4Z,59.106663,-31.859507, -0.000182041, 2.855e-09, -3.8045e-08, 0.000182015,17537.9138,14496.9644, 35268, 31627,1900,-1
a04914, 1900-12-12T02:28:19.2Z,334.439345,-47.230896, -0.000182217, -1.87551e-06, -1.89657e-06, 0.000181997,18135.3315,14765.5991, 35268, 31627,1900,-1
a04915, 1900-12-12T09:08:38.4Z,145.892895,-68.184801, -0.000182006, 2.18585e-06, 2.16526e-06, 0.000182066,17867.9189,15027.4819, 35268, 31627,1900,-1
a04917, 1900-12-15T03:10:04.8Z,333.693292,-45.432996, -0.000182526, -2.30065e-06, -2.14422e-06, 0.000182005,19539.9611,15289.3346, 35268, 31627,1900,-1
a04918, 1900-12-15T04:35:02.4Z,43.599989,-47.094187, -0.000181999, 1.1615e-06, 1.11073e-06, 0.000181975,17983.6438,15062.5176, 35268, 31627,1900,-1
a04919, 1900-12-18T01:09:07.2Z,333.565854,-44.02377, -0.000182074, -1.96508e-06, -2.01088e-06, 0.000181974,18619.959,15462.167, 35268, 31627,1900,-1
a04920, 1900-12-18T03:14:24Z,28.891708,-47.295148, -0.000182022, -1.54678e-06, -1.59115e-06, 0.000182007,18324.5786,14819.0815, 35268, 31627,1900,-1
a04921, 1900-12-18T04:30:43.2Z,38.856921,-37.207168, -0.000182036, 1.07111e-06, 1.0351e-06, 0.000182,18096.1503,15052.6528, 35268, 31627,1900,-1
a04924, 1900-12-20T01:33:36Z,339.317845,-42.069749, -0.000182119, -2.4467e-08, -6.6201e-08, 0.000182011,18078.031,15067.788, 35268, 31627,1900,-1
a04925, 1900-12-22T02:49:55.2Z,84.221629,-52.699739, -0.000182011, 1.22092e-06, 1.23114e-06, 0.000182016,17979.8667,14995.1919, 35268, 31627,1900,-1
a04927, 1900-12-23T03:18:43.2Z,74.643701,-77.591702, -0.000181898, 5.99037e-06, 6.00117e-06, 0.000182015,17903.5489,14807.9225, 35268, 31627,1900,-1
a04928, 1900-12-27T03:04:19.2Z,86.053474,-67.752402, -0.000181959, 3.67528e-06, 3.71809e-06, 0.000182005,18905.4069,14547.0183, 38243, 31327,1900,-1
a04929, 1900-12-27T04:19:12Z,129.798594,-27.817269, -0.000182023, -1.56717e-06, -1.57607e-06, 0.000181994,17704.3419,15300.373, 35268, 31627,1900,-1
a04930, 1900-12-28T00:40:19.2Z,326.186545,-38.130287, -0.000182156, -2.23477e-06, -2.23658e-06, 0.000181974,18584.3313,14894.475, 35268, 31627,1900,-1
a04931, 1900-12-28T01:30:43.2Z,333.450588,-38.039366, -0.000182238, -9.29654e-07, -9.04646e-07, 0.000181978,19084.4735,15261.9528, 35268, 31627,1900,-1
a04932, 1900-12-28T03:00:00Z,39.330757,-41.90487, -0.000181864, 6.26995e-07, 4.26551e-07, 0.000181972,18234.9243,17033.0486, 35268, 31627,1900,-1
a04933, 1900-12-28T04:22:04.8Z,54.278108,-42.353365, -0.000182008, 1.59401e-06, 1.55095e-06, 0.000181984,18556.1279,15086.5796, 35268, 31627,1900,-1
a04934, 1900-12-29T00:47:31.2Z,325.965192,-37.591036, -0.000182204, -1.32111e-06, -1.30255e-06, 0.000181975,19077.8167,15708.296, 35268, 31627,1900,-1
a04935, 1900-12-29T01:46:33.6Z,333.351286,-37.539884, -0.000182375, -2.02045e-06, -1.92213e-06, 0.000181984,19493.233,15647.54, 35268, 31627,1900,-1
a04936, 1900-12-29T02:55:40.8Z,29.42216,-27.069696, -0.000182015, 1.81126e-07, 1.62351e-07, 0.000181971,19154.2219,15039.4642, 35268, 31627,1900,-1
a04937, 1900-12-29T04:13:26.4Z,39.535791,-27.030603, -0.000182021, 1.17856e-06, 1.16408e-06, 0.000181962,18062.0788,15518.5435, 35268, 31627,1900,-1
a04938, 1900-12-30T00:51:50.4Z,354.775275,-21.978477, -0.000182006, -3.23542e-06, -3.24662e-06, 0.000181961,18328.8663,15090.9718, 35268, 31627,1900,-1
a04939, 1900-12-30T01:09:07.2Z,4.707603,-22.029657, -0.000181994, -3.30596e-06, -3.32198e-06, 0.000181963,17988.1058,14664.2276, 35268, 31627,1900,-1
a04940, 1900-12-30T01:35:02.4Z,14.741072,-21.787071, -0.000181792, -8.13304e-07, -8.19816e-07, 0.000182024,17294.3864,16219.6076, 35268, 31627,1900,-1
a04941, 1900-12-30T02:02:24Z,24.627394,-22.012456, -0.000182006, -1.81214e-06, -1.82931e-06, 0.000181982,18187.0852,15107.208, 35268, 31627,1900,-1
a04942, 1900-12-30T02:26:52.8Z,29.473526,-37.269011, -0.000182037, 2.0941e-07, 1.76874e-07, 0.000182017,18044.1315,14932.6933, 35268, 31627,1900,-1
a04943, 1900-12-30T02:41:16.8Z,34.355472,-37.303421, -0.00018202, -5.25979e-07, -5.55842e-07, 0.000182006,18366.0076,14972.4838, 35268, 31627,1900,-1
a04944, 1900-12-30T03:02:52.8Z,44.374414,-37.420773, -0.000182026, 1.18892e-06, 1.1589e-06, 0.000182009,18196.1864,14482.3761, 35268, 31627,1900,-1
a04945, 1900-12-30T03:18:43.2Z,94.349735,-37.791239, -0.000182026, 8.83636e-07, 8.76288e-07, 0.000182022,17882.6371,15105.7353, 35268, 31627,1900,-1
a04946, 1900-12-30T03:37:26.4Z,109.318882,-37.970426, -0.000182057, 4.198e-09, 4.462e-09, 0.000182047,18169.0846,14760.764, 35268, 31627,1900,-1
a04947, 1900-12-30T03:53:16.8Z,59.271666,-42.409167, -0.000182018, 2.25569e-06, 2.21451e-06, 0.000182009,18080.5773,14876.278, 35268, 31627,1900,-1
a04948, 1900-12-30T04:13:26.4Z,69.30656,-42.460843, -0.000182046, 1.56156e-06, 1.52589e-06, 0.000182035,17880.8273,14963.0777, 35268, 31627,1900,-1
a04949, 1900-12-30T04:32:09.6Z,79.192286,-42.677478, -0.000182048, 3.53571e-07, 3.27913e-07, 0.000182045,18074.5308,14419.4849, 35268, 31627,1900,-1
