Plate ID, Date, RA_CTR, DEC_CTR, Dec_delta_x,Dec_delta_y, RA_delta_x, RA_delta_y, crpix1,crpix2, naxis1, naxis2 
a14148, 1929-08-10T23:54:14.4Z, 329.079941, -57.076715, -0.0001819, -4.54667e-06, -4.56674e-06, 0.000181896,16928.1504,16427.1644, 35268, 31627
a14149, 1929-08-11T00:53:16.8Z, 338.646674, -57.093361, -0.000181943, -2.85932e-06, -2.88664e-06, 0.000181935,17966.4532,15480.7156, 35268, 31627
a14150, 1929-08-11T01:50:41.7Z, 5.595765, -56.028367, -0.000181983, -1.58484e-06, -1.60491e-06, 0.000181983,17468.8336,15795.291, 35268, 31627
a14151, 1929-08-11T03:30:14.4Z, 28.208096, -56.763196, -0.000181958, -2.68406e-06, -2.69603e-06, 0.000181954,17210.729,15829.7123, 35268, 31627
a14152, 1929-08-11T17:41:16.8Z, 236.828396, -67.70186, -0.000181879, -5.19452e-06, -5.22377e-06, 0.000181889,17432.0819,15435.3631, 35268, 31627
a14153, 1929-08-11T18:36:00Z, 257.139603, -67.574984, -0.000181879, -5.02546e-06, -5.0504e-06, 0.000181898,17670.3857,15503.3684, 35268, 31627
a14154, 1929-08-11T20:06:43.2Z, 254.230421, -52.67088, -0.000181899, -5.24248e-06, -5.26644e-06, 0.000181879,17568.3271,15426.972, 35268, 31627
a14155, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14156, 1929-08-11T23:28:19.2Z, 343.66009, -51.951807, -0.000181961, -2.25009e-06, -2.25644e-06, 0.000181958,17733.9367,15247.5188, 35268, 31627
a14157, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
a14158, 1929-08-12T01:22:19.8Z, 5.893039, -61.92047, -0.000181937, -4.1536e-06, -4.16875e-06, 0.000181945,16546.2676,17441.2898, 35268, 31627
a14159, 1929-08-12T02:25:26.4Z, 20.356298, -61.698832, -0.000181959, -1.25985e-06, -1.26599e-06, 0.000181973,18027.7299,17810.5844, 35268, 31627
a14160, 1929-08-12T03:33:07.2Z, 33.271855, -61.53759, -0.000180159, 3.98653e-06, 4.55957e-06, 0.000182226,26143.7199,22715.5163, 35268, 31627
a14161, 1929-08-12T18:24:28.8Z, 256.622249, -55.117714, -0.000181871, -5.31969e-06, -5.33207e-06, 0.000181869,17742.8747,15621.2722, 35268, 31627
a14162, 1929-08-12T19:40:48Z, 256.67079, -49.979681, -0.000181876, -5.39974e-06, -5.42537e-06, 0.000181859,17331.6695,16135.5943, 35268, 31627
a14163, 1929-08-12T21:01:26.4Z, 291.332324, -49.767715, -0.000181889, -4.53381e-06, -4.54653e-06, 0.00018188,17673.3808,15873.9778, 35268, 31627
a14164, 1929-08-12T22:22:04.8Z, 314.20816, -51.923804, -0.00018195, -2.98556e-06, -2.98718e-06, 0.000181947,18095.9895,16208.397, 35268, 31627
a14165, 1929-08-12T23:24:00Z, 317.374897, -76.83271, -0.00018186, -6.58497e-06, -6.64309e-06, 0.000181887,17459.0307,16626.1674, 35268, 31627
a14166, 1929-08-13T00:18:43.2Z, 344.425317, -57.078412, -0.000181954, -2.73546e-06, -2.74069e-06, 0.000181951,17403.41,16109.7466, 35268, 31627
a14167, 1929-08-13T01:17:45.6Z, 351.43903, -56.022519, -0.000181932, -3.57521e-06, -3.59952e-06, 0.000181922,17239.0404,15854.704, 35268, 31627
a14168, 1929-08-13T02:18:14.4Z, 21.491238, -57.152039, -0.000181816, -3.90444e-06, -1.62056e-06, 0.000181803,15855.7986,12152.0536, 35268, 31627
a14169, 1929-08-13T03:23:02.4Z, 35.944893, -57.134559, -0.000181936, -3.01094e-06, -3.02868e-06, 0.000181939,17458.4698,15874.3599, 35268, 31627
a14170, 1929-08-13T17:00:57.6Z, 228.643608, -65.24274, -0.000181901, -4.77739e-06, -4.80545e-06, 0.000181911,17471.4027,15874.3854, 35268, 31627
a14171, NA, NA, NA, NA, NA, NA, NA,NA,NA, NA, NA
