Plate ID, Date, RA_CTR, DEC_CTR
a06825, 1904-07-23T09:53:16.8Z, 8.912655, 48.164248
a10192, NA, NA, NA
a09312, 1909-05-31T00:41:45.6Z, 160.767937, -45.732231
a17624, 1935-06-10T00:25:55.2Z, 316.169536, -4.66779
a18562, 1936-06-04T22:46:37.4Z, 307.682623, -29.841023
a09378, 1909-06-16T00:23:02.4Z, 178.415858, -13.18036
a11325, 1915-08-03T01:03:21.6Z, 226.107315, -15.396925
a17204, 1934-10-16T01:09:07.2Z, 89.227105, -82.630758
a03517, 1899-05-09T06:59:02.4Z, 264.165828, -21.275799
a10700, 1913-06-05T07:13:26.4Z, 258.315949, -15.233041
a01166, NA, NA, NA
a10926, 1914-06-03T02:02:24Z, 160.88646, -60.407098
a04275, 1900-04-07T04:06:14.4Z, 214.436766, -33.009175
a05319, 1901-06-07T08:11:02.4Z, 294.169752, 3.009836
a03270, 1898-08-28T01:29:16.8Z, 249.396744, -42.7409
a00971, 1894-10-06T05:48:28.8Z, 43.348574, 12.151747
a17747, NA, NA, NA
a07388, 1905-07-07T06:15:50.4Z, 267.049725, -30.265843
a12656, 1923-09-11T02:36:57.6Z, 285.589935, -36.491201
a12518, 1923-07-16T05:32:38.4Z, 245.695364, -25.483941
a04497, 1900-07-03T09:44:38.4Z, 14.891937, 14.743166
a13619, 1925-11-20T08:21:07.2Z, 70.081727, 13.88565
a04249, 1900-03-27T06:20:09.6Z, 169.479931, -38.101138
a19674, 1937-08-13T02:49:55.2Z, 76.812885, -66.414355
a19426, 1937-06-04T00:34:33.6Z, 246.065135, -4.801378
a03423, 1898-12-09T03:57:36Z, 83.792485, -5.313198
a15072, 1930-12-12T22:30:43.2Z, 98.572269, -17.779191
a09091, 1908-11-04T02:51:21.6Z, 16.070899, -54.647483
a09569, 1909-07-18T05:42:43.2Z, 281.273044, -15.101284
a03364, 1898-10-25T02:35:31.2Z, 358.850134, -27.009389
a11851, NA, NA, NA
a17630, 1935-06-10T20:25:26.4Z, 191.034319, -62.430723
a19523, 1937-06-29T20:38:24Z, 225.762884, -35.251382
a07350, 1905-06-22T01:42:14.4Z, 232.604065, -41.076129
a05775, 1902-04-03T01:39:21.6Z, 92.963989, -32.821804
a18249, 1936-02-10T18:40:41.5Z, 76.803071, 15.239931
a01464, 1895-05-17T08:09:36Z, 244.254379, 86.94517
a02084, NA, NA, NA
a03529, 1899-05-20T07:13:26.4Z, 262.98977, -21.434213
a11977, 1922-05-17T01:55:12Z, 153.801469, -47.065457
a03580, NA, NA, NA
a14864, 1930-07-29T21:34:33.6Z, 269.466617, -36.31867
a02007, 1896-08-18T04:16:19.2Z, 343.007069, 38.191445
a11384, 1915-09-15T02:22:18.8Z, 300.889262, -45.552404
a07928, 1906-08-08T02:09:36Z, 278.730161, 15.079532
a08240, 1907-04-18T02:18:14.4Z, 166.088176, -60.610441
a19651, 1937-08-09T03:00:00Z, 38.870171, 18.027929
a14974, 1930-09-29T21:02:52.8Z, 10.157312, -77.921066
a13859, 1926-07-02T03:34:33.6Z, 265.915839, -26.440739
a18504, 1936-05-19T16:52:19.2Z, 129.18472, 22.495941
a18854, 1936-08-26T17:47:02.4Z, 249.984249, -44.462873
a13388, 1925-07-11T23:36:57.6Z, 131.960941, -44.57853
a13449, 1925-08-01T09:33:07.2Z, 13.239352, -72.592312
a07573, 1906-01-27T04:23:31.2Z, 125.158341, -68.189059
a19199, 1937-03-22T00:14:24Z, 191.003762, -62.432146
a06850, 1904-08-09T04:04:48Z, 298.6275, 32.703596
a04505, NA, NA, NA
a00595, 1894-05-02T07:03:21.6Z, 258.409998, 52.064482
a00955, 1894-10-02T07:46:33.6Z, 48.385907, -2.51188
a04423, 1900-06-02T06:14:24Z, 233.996438, -22.951823
a07875, 1906-07-20T04:10:33.6Z, 293.319588, 32.679249
a19664, 1937-08-11T01:46:33.6Z, 344.102495, 13.242613
a15516, 1931-07-15T17:18:14.4Z, 241.560241, -45.385953
a01689, 1895-09-15T02:57:07.2Z, 248.249411, 47.062505
